GEOID,NAME,open_water,developed_open,developed_low,developed_medium,developed_high,barren_land,deciduous_forest,evergreen_forest,mixed_forest,shrub,grassland,pasture_hay,cultivated_crops,woody_wetlands,emergent_herbaceous_wetlands,0,perennial_ice
31109,Lancaster,1.3958309873480255,4.166242875772359,5.334407340542622,2.7974739641037005,1.2631087604842839,0.04113798752601774,4.722604643053038,0.013349413170694498,0.12037174937248676,0.039775802508599925,22.022763019764398,1.9784375192976211,55.359199107859624,0.3034948218806871,0.4418020073158417,0.0,0.0
46099,Minnehaha,1.3997860159481745,5.728653601696349,2.5799473207545125,1.8800543127804252,0.8342760755270745,0.20437236835039596,1.2640943154337916,0.000586628568901556,0.06489014477541828,0.0025721406482606688,2.8623412887688158,11.595886921477058,69.65993141860777,0.05356370086816516,1.8690437457948885,0.0,0.0
39003,Allen,1.0345202269538392,8.543177448233832,5.767386487648401,1.903124158489746,1.1624534069059351,0.0479985638224998,7.984013076774081,0.06339967780491608,0.07284821399044752,0.009826477632952715,0.7035380043746722,3.1203790752717637,69.04980795850203,0.28921969263911784,0.2483075309557667,0.0,0.0
42007,Beaver,1.9596371941046207,10.805826042113566,5.9748566674033725,2.910160905194642,1.6282929661938748,0.22196509748349996,52.02563735878002,0.2067976269408945,6.950775057744727,0.32120369046226116,0.736445698288676,13.076093032930745,2.7324848216955497,0.34720506853529903,0.10261877212825612,0.0,0.0
37037,Chatham,4.110420327542133,5.707829908515375,1.2043868950627106,0.40051380979978374,0.12322608444180674,0.1224130942522755,26.611143308103536,19.070543158745625,17.985143184993596,2.508423159070822,4.036554361750437,15.4787525013966,1.2734329904450425,1.277265658481404,0.0899515573988495,0.0,0.0
39085,Lake,75.44314944634779,4.753413101648647,4.766996817860117,1.3104813034810587,0.40847623891595775,0.07953420202227575,7.257949368241426,0.012310242816645302,0.6864021598108777,0.07525070060331766,0.6042052406903307,2.9169872861047073,0.1866989177019748,0.14888061688594847,0.12865940298023645,1.220604953888686,0.0
51775,Salem,0.016548528560002204,20.21678572413603,33.43906004357779,22.84248558898971,9.416112750641254,0.008274264280001102,5.7450974984141,0.2923573378933723,5.094188708387346,0.12411396420001655,0.03861323330667182,2.7636042695203686,0.002758088093333701,0.0,0.0,0.0,0.0
51121,Montgomery,0.4025744835461435,5.349008616215094,5.361465794664175,2.0648811377556315,0.5589120730821135,0.09156026160074743,44.165057614450326,1.9610713173466208,15.590677878127272,0.8570538772967923,1.6182912903560678,21.185300529430084,0.7849060521125298,0.00446382227758746,0.004775251738814492,0.0,0.0
47065,Hamilton,5.7273822183146725,14.505195330318251,9.154602266922417,3.598383195361975,2.000212964655062,0.10475558708455705,36.959800043456305,5.130145866399214,6.842640704164754,1.1969189194633867,1.525934922030474,12.653985676687995,0.05705438225141053,0.4375848081375522,0.10540311475197531,0.0,0.0
51735,Poquoson,81.02416772213813,3.1607508778433373,2.0738727049931525,0.41806967141371393,0.08083366799501612,0.07156611370259389,0.09782418419779021,1.3288643127078763,0.15239978169761,0.10915119499963959,0.0216242933489852,0.01956483683955804,0.05817964639131733,2.38382090966194,8.999310082069343,0.0,0.0
51095,James City,21.40246497665861,9.337681084355527,4.996610825990123,2.0461152859629643,0.4868700471331641,0.09368082313015554,5.8865786457266,10.059879160745934,23.45398492549447,1.2714469408482167,0.5256034643889016,0.413231515489989,5.8584293599302795,9.932419194660193,4.235003749484869,0.0,0.0
22019,Calcasieu,4.356386551933719,4.282212661143277,7.366566968427114,1.964388535235597,1.1163270528773872,0.25007197466491793,0.1318735804996641,15.067576213172963,2.227655865135472,3.0218163206551294,1.8492690572918333,22.590688077796617,10.06925562202105,17.818607850036788,7.887303669108474,0.0,0.0
22105,Tangipahoa,6.405167006125752,5.598983946037621,2.521961583040986,0.8659691621426968,0.2629968945301912,0.4321327065602082,0.18369512185677667,26.31590088310991,1.0118204042015484,7.018981312970951,2.7979689246504087,16.82643185907414,0.1660380865349617,25.18667668264577,4.405275426518079,0.0,0.0
51179,Stafford,3.775692392411998,9.880695898016707,5.093487523169634,1.9773313690592775,0.5995009835563011,0.3918613199808114,34.947330772964555,2.851461709429367,20.64119922905082,1.9052322924383964,1.2682624974098267,6.919950155126557,2.3104347801403944,6.747224611332045,0.6903344659133165,0.0,0.0
48361,Orange,11.03907419353722,7.95009064880541,7.648428042389713,2.013776771979306,0.9784993266253601,0.3197808272294932,0.021580301224076233,6.312526614743154,7.430316976542096,1.9573448612917483,1.4905410193057145,12.914483151785683,0.28619864724978106,28.16252390278017,11.47483471451108,0.0,0.0
25015,Hampshire,3.085568576642863,5.3879902326929425,3.4230322022358513,1.6598501584399294,0.40782017911319074,0.1785762229270116,28.946007885165987,5.7810093755959135,32.04913117917446,0.3815913661081054,0.6018170165103838,5.483336442698305,3.011701079649539,9.206382206813846,0.39618587623166995,0.0,0.0
37001,Alamance,1.6930895249172289,9.476920869259011,5.676579683492141,1.9664912905110896,0.9145175771090218,0.05230130460600785,31.960251008499434,5.9143901280815525,7.869080582715834,2.4137901735855753,2.26679896190407,25.372363575256763,4.09894953679359,0.29294394980585264,0.03153183346282784,0.0,0.0
25025,Suffolk,50.50385854499139,2.2679878124921955,5.430995729377388,18.276266826502834,17.515171948752528,0.9583926475362754,1.5996103993406758,0.11987712594590544,0.4894982642791139,0.041207762043905,0.6218625908443844,0.133300866611723,0.04745136235358757,0.4520366624210185,1.5368622162283658,0.005619240278714317,0.0
12053,Hernando,17.743774273237378,10.548250514909732,7.874268405380429,2.2571468262836505,0.4740642534865882,0.8563205547133116,0.1120419417381903,27.24665233174079,0.4065672885850099,1.4794217307007,1.154620899597132,10.785697891437096,0.3590778132795371,14.522417448342928,4.172656330218708,0.0070214963488219,0.0
12131,Walton,14.508454076556069,4.338985792088433,1.493184351256421,0.4840042331911722,0.08754689384323833,0.6515739103224468,0.33851465619385485,33.74732349104666,0.4918096189073163,11.128722061465654,6.1798614016644455,2.1804450476234005,4.411695421191974,18.85499913859482,0.9644573674754499,0.13842253857864628,0.0
12127,Volusia,22.490298409254216,8.344171229910247,5.739183676243352,1.8309918328082746,0.4500018226201369,0.4963396227114533,0.12495760091291645,21.24927944720858,0.16826799806493345,2.6551559452324276,1.100955238302949,4.491893665252025,0.06910510586951646,23.348320007611754,7.432984728914602,0.008093669082616592,0.0
40017,Canadian,1.2276783172119599,4.305324677158732,2.4885666790729797,1.4954542327773575,0.4627539554803179,0.10755681127082403,4.898139918610335,2.887907215964146,0.06933564877348336,0.36216715358028423,41.76698393116728,0.600468585074431,39.1855293494339,0.02423558813895739,0.11789793628500322,0.0,0.0
13115,Floyd,1.6745369715820726,6.9377714043343905,3.418472662640625,1.1502090444547677,0.5345074831855547,0.21061986225283272,30.96079659065662,16.11552988224839,11.996041283755126,3.702530750742259,4.0967057825533715,15.916624588475289,2.1823837127103065,0.8398133748055987,0.2634566056027953,0.0,0.0
09007,Middlesex,15.86170134389613,7.4939219144777605,5.071441882234655,2.5492855811776534,0.6231933676277481,0.3721825202494507,49.53269164929555,0.33378548800201086,6.660628307193593,0.3887374483741934,0.7583197181328468,2.173376035224727,0.5189233229467771,6.112755528782606,1.5490558923842996,0.0,0.0
37057,Davidson,2.5986107126400806,9.859622278442862,4.593863835928466,1.3340085606067194,0.5183021366741145,0.06955130712987838,38.74232399896832,6.924919363953297,8.211328748743005,1.6663333999866692,2.14123841898287,18.83659499984061,3.8216269789520356,0.5999524732734612,0.08172278587760709,0.0,0.0
31043,Dakota,1.2560756365920902,3.0322790543743183,2.471904124841886,0.6516672416259287,0.24568990904424945,0.12508869798371602,6.509380250009116,0.0,0.025662815841950713,0.011779653173354426,10.54783801294079,0.5131160828726647,73.18600352828659,0.6338575278995476,0.7896574645137948,0.0,0.0
39017,Butler,1.1715112086050337,12.779652340229333,11.993419993980279,5.220649479610903,2.0400353179238464,0.24128912089552115,17.176133554445546,0.40929104854046766,4.138683715318858,0.055861683137525625,0.26271666203931826,24.08947540876995,20.278874862325964,0.059613587228851975,0.08279201694860142,0.0,0.0
13063,Clayton,1.3938383217765293,20.54711957634805,23.935750021943296,10.46110184616285,7.780801076684514,0.32476081804616874,10.88914245589397,11.009099154451564,2.6922964393340942,0.6205564820503818,1.4716638871821879,4.778080107668451,0.00029257731355510693,4.000702185552532,0.09479504959185465,0.0,0.0
13073,Columbia,6.422844714544048,8.27155628725331,6.670273283618773,2.245393668190325,0.5902860257781574,0.5091371443557589,16.25009783177329,33.28271254210199,7.78727184600661,2.735994266028277,4.575780834858594,6.648166735549389,0.14911621865435656,3.7305143136466055,0.13085428764051732,0.0,0.0
42043,Dauphin,6.080107664967556,7.98660556975135,7.404043389978823,3.3760914819924945,1.5498300081482552,0.13001209430930555,38.272362184064725,0.3953669172526326,7.924368683284862,0.9120923016640579,0.22000981667463954,10.765596778358455,14.648721582353799,0.274700740265881,0.060090786933161465,0.0,0.0
54079,Putnam,1.222408019177871,5.563939076725079,3.2159866951253226,1.319158385107241,0.4019558528306846,0.2814144133121253,68.04145084764195,0.3070181401271576,9.721485831849224,0.6601456466866965,1.1470696194787715,7.583914515273869,0.4442133311581495,0.05426630594867472,0.03557331955716882,0.0,0.0
34037,Sussex,2.80595233165357,8.803122103907342,1.9563128215599954,0.7231931594737662,0.19156158030092946,0.31579458429780505,52.47930520907558,0.39833099384975235,4.540430702973167,0.3397844057592707,0.4810101999580178,12.4869876638055,1.7755323812610933,11.746587519295385,0.9560943428288284,0.0,0.0
39133,Portage,3.0049005302275162,8.313846177169518,6.027538478447901,1.7947386573380988,0.5143851217931469,0.2892563549606025,35.95359466967849,0.23725691588749623,2.1140879821413003,0.5921568776080257,1.2765634889652793,22.779544360600195,10.751755739078034,5.390886453994519,0.959488192109881,0.0,0.0
41005,Clackamas,0.7085783176518016,2.7771143446083166,2.9186094271740535,1.3621254877501503,0.44644826615755573,0.3511801081607351,0.48044815967019344,63.27433426383004,2.790235108883328,7.944033284906937,2.0451848696670747,11.520050049060249,2.269568954370165,0.6930615877265709,0.3245962988035384,0.0,0.09443147157928365
